Time,Temperature
-2,35
-1.5,34
-1,34
-0.5,34
0,37
0.5,47
1,48
1.5,48
2,48
2.5,49
3,49
3.5,49
4,49
4.5,49
5,49
5.5,49
6,49
6.5,49
7,49
7.5,49
8,49
8.5,49
9,50
9.5,49
10,50
10.5,50
11,50
11.5,50
12,50
12.5,50
13,50
13.5,50
14,50
14.5,50
15,50
15.5,50
16,50
16.5,50
17,50
17.5,50
18,50
18.5,50
19,51
19.5,51
20,51
20.5,51
21,51
21.5,51
22,51
22.5,51
23,51
23.5,51
24,51
24.5,51
25,51
25.5,51
26,51
26.5,51
27,51
27.5,52
28,51
28.5,51
29,51
29.5,51
30,51
30.5,52
31,52
31.5,52
32,52
32.5,52
33,52
33.5,52
34,52
34.5,52
35,52
35.5,52
36,52
36.5,52
37,52
37.5,52
38,52
38.5,52
39,52
39.5,52
40,52
40.5,52
41,53
41.5,52
42,53
42.5,53
43,53
43.5,53
44,53
44.5,53
45,53
45.5,53
46,53
46.5,53
47,53
47.5,53
48,53
48.5,53
49,53
49.5,53
50,53
50.5,53
51,53
51.5,53
52,53
52.5,53
53,53
53.5,53
54,53
54.5,53
55,53
55.5,53
56,53
56.5,53
57,53
57.5,53
58,54
58.5,54
59,54
59.5,54
60,54
60.5,54
61,54
61.5,54
62,54
62.5,54
63,54
63.5,54
64,54
64.5,54
65,54
65.5,54
66,54
66.5,54
67,54
67.5,54
68,54
68.5,54
69,54
69.5,54
70,54
70.5,54
71,54
71.5,54
72,54
72.5,55
73,54
73.5,54
74,55
74.5,55
75,55
75.5,55
76,55
76.5,55
77,55
77.5,55
78,55
78.5,55
79,55
79.5,55
80,55
80.5,55
81,55
81.5,55
82,55
82.5,55
83,55
83.5,55
84,55
84.5,55
85,55
85.5,55
86,55
86.5,55
87,55
87.5,55
88,55
88.5,56
89,55
89.5,55
90,55
90.5,56
91,55
91.5,55
92,56
92.5,56
93,56
93.5,56
94,56
94.5,56
95,56
95.5,56
96,56
96.5,56
97,56
97.5,56
98,56
98.5,56
99,56
99.5,56
100,56
100.5,56
101,56
101.5,56
102,56
102.5,56
103,56
103.5,56
104,56
104.5,56
105,56
105.5,56
106,56
106.5,56
107,56
107.5,56
108,56
108.5,56
109,56
109.5,56
110,56
110.5,56
111,56
111.5,56
112,56
112.5,56
113,56
113.5,56
114,56
114.5,56
115,56
115.5,57
116,57
116.5,57
117,57
117.5,57
118,57
118.5,57
119,57
119.5,57
120,57
120.5,57
121,57
121.5,57
122,57
122.5,57
123,57
123.5,57
124,57
124.5,57
125,57
125.5,57
126,57
126.5,57
127,57
127.5,57
128,57
128.5,57
129,57
129.5,57
130,57
130.5,57
131,57
131.5,57
132,57
132.5,57
133,57
133.5,57
134,57
134.5,57
135,57
135.5,57
136,57
136.5,57
137,57
137.5,57
138,57
138.5,57
139,58
139.5,58
140,57
140.5,57
141,57
141.5,57
142,58
142.5,57
143,58
143.5,58
144,58
144.5,57
145,58
145.5,58
146,58
146.5,58
147,58
147.5,58
148,58
148.5,58
149,58
149.5,58
150,58
150.5,58
151,58
151.5,58
152,58
152.5,58
153,58
153.5,58
154,58
154.5,58
155,58
155.5,58
156,58
156.5,58
157,58
157.5,58
158,58
158.5,58
159,58
159.5,58
160,58
160.5,58
161,58
161.5,58
162,58
162.5,58
163,58
163.5,58
164,58
164.5,58
165,58
165.5,58
166,58
166.5,58
167,58
167.5,59
168,58
168.5,59
169,58
169.5,59
170,58
170.5,58
171,58
171.5,58
172,58
172.5,58
173,59
173.5,59
174,59
174.5,59
175,59
175.5,58
176,59
176.5,59
177,59
177.5,59
178,59
178.5,59
179,59
179.5,59
180,59
180.5,59
181,59
181.5,59
182,59
182.5,59
183,59
183.5,59
184,59
184.5,59
185,59
185.5,59
186,59
186.5,59
187,59
187.5,59
188,59
188.5,59
189,59
189.5,59
190,59
190.5,59
191,59
191.5,59
192,59
192.5,59
193,59
193.5,59
194,59
194.5,59
195,59
195.5,59
196,59
196.5,59
197,59
197.5,59
198,59
198.5,59
199,59
199.5,59
200,59
200.5,59
201,59
201.5,59
202,59
202.5,59
203,59
203.5,59
204,59
204.5,59
205,59
205.5,59
206,59
206.5,60
207,59
207.5,59
208,60
208.5,59
209,59
209.5,60
210,60
210.5,59
211,59
211.5,59
212,60
212.5,60
213,60
213.5,60
214,60
214.5,60
215,60
215.5,60
216,59
216.5,60
217,60
217.5,60
218,60
218.5,60
219,60
219.5,60
220,60
220.5,60
221,60
221.5,60
222,60
222.5,60
223,60
223.5,60
224,60
224.5,60
225,60
225.5,60
226,60
226.5,60
227,60
227.5,60
228,60
228.5,60
229,60
229.5,60
230,60
230.5,60
231,60
231.5,60
232,60
232.5,60
233,60
233.5,60
234,60
234.5,60
235,60
235.5,60
236,60
236.5,60
237,60
237.5,60
238,60
238.5,60
239,60
239.5,60
240,60
240.5,60
241,60
241.5,60
242,60
242.5,60
243,60
243.5,60
244,60
244.5,60
245,60
245.5,60
246,60
246.5,60
247,60
247.5,60
248,60
248.5,60
249,60
249.5,60
250,60
250.5,61
251,60
251.5,61
252,60
252.5,61
253,60
253.5,61
254,61
254.5,61
255,61
255.5,60
256,60
256.5,60
257,61
257.5,61
258,61
258.5,61
259,61
259.5,61
260,61
260.5,61
261,61
261.5,61
262,61
262.5,61
263,61
263.5,61
264,61
264.5,61
265,61
265.5,61
266,61
266.5,61
267,61
267.5,61
268,61
268.5,61
269,61
269.5,61
270,61
