Time,Temperature
-2,34
-1.5,34
-1,34
-0.5,34
0,34
0.5,46
1,47
1.5,47
2,47
2.5,47
3,47
3.5,48
4,48
4.5,48
5,48
5.5,48
6,48
6.5,48
7,48
7.5,48
8,48
8.5,48
9,48
9.5,48
10,48
10.5,49
11,48
11.5,49
12,49
12.5,49
13,49
13.5,49
14,49
14.5,49
15,49
15.5,49
16,49
16.5,49
17,49
17.5,49
18,49
18.5,49
19,49
19.5,49
20,49
20.5,50
21,50
21.5,49
22,49
22.5,50
23,50
23.5,50
24,49
24.5,50
25,50
25.5,50
26,50
26.5,50
27,50
27.5,50
28,50
28.5,50
29,50
29.5,50
30,50
30.5,50
31,50
31.5,50
32,50
32.5,50
33,50
33.5,50
34,51
34.5,50
35,50
35.5,50
36,51
36.5,51
37,51
37.5,51
38,51
38.5,51
39,51
39.5,51
40,51
40.5,51
41,51
41.5,51
42,51
42.5,51
43,51
43.5,51
44,51
44.5,51
45,51
45.5,51
46,51
46.5,51
47,51
47.5,51
48,51
48.5,51
49,51
49.5,51
50,51
50.5,51
51,52
51.5,52
52,52
52.5,52
53,52
53.5,52
54,52
54.5,52
55,52
55.5,52
56,52
56.5,52
57,52
57.5,52
58,52
58.5,52
59,52
59.5,52
60,52
60.5,52
61,52
61.5,52
62,52
62.5,52
63,52
63.5,52
64,52
64.5,52
65,53
65.5,52
66,52
66.5,52
67,53
67.5,52
68,52
68.5,52
69,53
69.5,53
70,53
70.5,53
71,53
71.5,53
72,53
72.5,53
73,53
73.5,53
74,53
74.5,53
75,53
75.5,53
76,53
76.5,53
77,53
77.5,53
78,53
78.5,53
79,53
79.5,53
80,53
80.5,53
81,53
81.5,53
82,53
82.5,53
83,53
83.5,53
84,53
84.5,53
85,53
85.5,53
86,53
86.5,53
87,53
87.5,53
88,53
88.5,53
89,53
89.5,54
90,54
90.5,54
91,53
91.5,54
92,54
92.5,54
93,54
93.5,54
94,54
94.5,54
95,54
95.5,54
96,54
96.5,54
97,54
97.5,54
98,54
98.5,54
99,54
99.5,54
100,54
100.5,54
101,54
101.5,54
102,54
102.5,54
103,54
103.5,54
104,54
104.5,54
105,54
105.5,54
106,54
106.5,54
107,54
107.5,54
108,54
108.5,54
109,54
109.5,54
110,54
110.5,54
111,54
111.5,54
112,54
112.5,54
113,54
113.5,54
114,55
114.5,55
115,54
115.5,55
116,55
116.5,54
117,55
117.5,54
118,55
118.5,55
119,54
119.5,55
120,55
120.5,55
121,55
121.5,55
122,55
122.5,55
123,55
123.5,55
124,55
124.5,55
125,55
125.5,55
126,55
126.5,55
127,55
127.5,55
128,55
128.5,55
129,55
129.5,55
130,55
130.5,55
131,55
131.5,55
132,55
132.5,55
133,55
133.5,55
134,55
134.5,55
135,55
135.5,55
136,55
136.5,55
137,55
137.5,55
138,55
138.5,55
139,55
139.5,55
140,55
140.5,56
141,56
141.5,55
142,55
142.5,55
143,56
143.5,55
144,55
144.5,56
145,55
145.5,56
146,56
146.5,56
147,56
147.5,56
148,56
148.5,56
149,56
149.5,56
150,56
150.5,56
151,56
151.5,56
152,56
152.5,56
153,56
153.5,56
154,56
154.5,56
155,56
155.5,56
156,56
156.5,56
157,56
157.5,56
158,56
158.5,56
159,56
159.5,56
160,56
160.5,56
161,56
161.5,56
162,56
162.5,56
163,56
163.5,56
164,56
164.5,56
165,56
165.5,56
166,56
166.5,56
167,56
167.5,56
168,56
168.5,56
169,56
169.5,56
170,56
170.5,56
171,56
171.5,56
172,56
172.5,56
173,56
173.5,56
174,56
174.5,56
175,56
175.5,56
176,56
176.5,57
177,56
177.5,56
178,56
178.5,56
179,57
179.5,56
180,57
180.5,57
181,57
181.5,57
182,57
182.5,57
183,57
183.5,57
184,57
184.5,57
185,57
185.5,57
186,57
186.5,57
187,57
187.5,57
188,57
188.5,57
189,57
189.5,57
190,57
190.5,57
191,57
191.5,57
192,57
192.5,57
193,57
193.5,57
194,57
194.5,57
195,57
195.5,57
196,57
196.5,57
197,57
197.5,57
198,57
198.5,57
199,57
199.5,57
200,57
200.5,57
201,57
201.5,57
202,57
202.5,57
203,57
203.5,57
204,57
204.5,57
205,57
205.5,57
206,57
206.5,57
207,57
207.5,57
208,57
208.5,57
209,57
209.5,57
210,57
210.5,57
211,57
211.5,58
212,57
212.5,57
213,57
213.5,57
214,57
214.5,57
215,57
215.5,58
216,57
216.5,57
217,57
217.5,57
218,58
218.5,58
219,57
219.5,57
220,57
220.5,57
221,58
221.5,57
222,58
222.5,58
223,58
223.5,58
224,58
224.5,58
225,57
225.5,58
226,58
226.5,58
227,58
227.5,58
228,58
228.5,58
229,58
229.5,58
230,58
230.5,58
231,58
231.5,58
232,58
232.5,57
233,58
233.5,58
234,58
234.5,58
235,58
235.5,58
236,58
236.5,58
237,58
237.5,58
238,58
238.5,58
239,58
239.5,58
240,58
240.5,58
241,58
241.5,58
242,58
242.5,58
243,58
243.5,58
244,58
244.5,58
245,58
245.5,58
246,58
246.5,58
247,58
247.5,58
248,58
248.5,58
249,58
249.5,58
250,58
250.5,58
251,58
251.5,58
252,58
252.5,58
253,58
253.5,58
254,58
254.5,58
255,58
255.5,58
256,58
256.5,58
257,58
257.5,58
258,58
258.5,58
259,58
259.5,58
260,58
260.5,58
261,58
261.5,58
262,58
262.5,58
263,58
263.5,58
264,58
264.5,58
265,58
265.5,58
266,58
266.5,58
267,58
267.5,58
268,58
268.5,58
269,58
269.5,59
270,58
270.5,58
271,58
271.5,58
272,58
272.5,58
273,59
273.5,58
274,58
274.5,58
275,59
275.5,58
276,59
276.5,59
277,59
277.5,59
278,59
278.5,58
279,59
279.5,59
280,59
280.5,59
281,59
281.5,59
282,59
282.5,59
283,59
283.5,59
284,58
284.5,59
285,59
285.5,59
286,59
286.5,59
287,59
287.5,59
288,59
288.5,59
289,59
289.5,59
290,59
290.5,59
291,59
291.5,59
292,59
292.5,59
293,59
293.5,59
294,59
294.5,59
295,59
295.5,59
296,59
296.5,59
297,59
297.5,59
298,59
298.5,59
299,59
299.5,59
300,59
