Time,Temperature
-2,34
-1.5,34.25
-1,34.5
-0.5,34.75
0,35
0.5,41
1,42
1.5,42.5
2,43
2.5,43.5
3,44
3.5,44.3333
4,44.6667
4.5,45
5,45.3333
5.5,45.6667
6,46
6.5,46.25
7,46.5
7.5,46.75
8,47
8.5,47.25
9,47.5
9.5,47.75
10,48
10.5,48.2
11,48.4
11.5,48.6
12,48.8
12.5,49
13,49.5
13.5,50
14,50
14.5,50
15,50.3333
15.5,50.6667
16,51
16.5,51.2
17,51.4
17.5,51.6
18,51.8
18.5,52
19,52.25
19.5,52.5
20,52.75
20.5,53
21,53.2
21.5,53.4
22,53.6
22.5,53.8
23,54
23.5,54.25
24,54.5
24.5,54.75
25,55
25.5,55.2
26,55.4
26.5,55.6
27,55.8
27.5,56
28,56.2
28.5,56.4
29,56.6
29.5,56.8
30,57
30.5,57.25
31,57.5
31.5,57.75
32,58
32.5,58.2
33,58.4
33.5,58.6
34,58.8
34.5,59
35,59.1667
35.5,59.3333
36,59.5
36.5,59.6667
37,59.8333
37.5,60
38,60.1667
38.5,60.3333
39,60.5
39.5,60.6667
40,60.8333
40.5,61
41,61.25
41.5,61.5
42,61.75
42.5,62
43,62.1667
43.5,62.3333
44,62.5
44.5,62.6667
45,62.8333
45.5,63
46,63.1667
46.5,63.3333
47,63.5
47.5,63.6667
48,63.8333
48.5,64
49,64.1667
49.5,64.3333
50,64.5
50.5,64.6667
51,64.8333
51.5,65
52,65.1667
52.5,65.3333
53,65.5
53.5,65.6667
54,65.8333
54.5,66
55,66.1429
55.5,66.2857
56,66.4286
56.5,66.5714
57,66.7143
57.5,66.8571
58,67
58.5,67.125
59,67.25
59.5,67.375
60,67.5
60.5,67.625
61,67.75
61.5,67.875
62,68
62.5,68.1429
63,68.2857
63.5,68.4286
64,68.5714
64.5,68.7143
65,68.8571
65.5,69
66,69
66.5,69
67,69.1667
67.5,69.3333
68,69.5
68.5,69.6667
69,69.8333
69.5,70
70,70.1
70.5,70.2
71,70.3
71.5,70.4
72,70.5
72.5,70.6
73,70.7
73.5,70.8
74,70.9
74.5,71
75,71.1111
75.5,71.2222
76,71.3333
76.5,71.4444
77,71.5556
77.5,71.6667
78,71.7778
78.5,71.8889
79,72
79.5,72
80,72
80.5,72.0769
81,72.1538
81.5,72.2308
82,72.3077
82.5,72.3846
83,72.4615
83.5,72.5385
84,72.6154
84.5,72.6923
85,72.7692
85.5,72.8462
86,72.9231
86.5,73
87,73.0625
87.5,73.125
88,73.1875
88.5,73.25
89,73.3125
89.5,73.375
90,73.4375
90.5,73.5
91,73.5625
91.5,73.625
92,73.6875
92.5,73.75
93,73.8125
93.5,73.875
94,73.9375
94.5,74
95,74.0526
95.5,74.1053
96,74.1579
96.5,74.2105
97,74.2632
97.5,74.3158
98,74.3684
98.5,74.4211
99,74.4737
99.5,74.5263
100,74.5789
100.5,74.6316
101,74.6842
101.5,74.7368
102,74.7895
102.5,74.8421
103,74.8947
103.5,74.9474
104,75
104.5,75
105,75
105.5,75
106,75
106.5,75
107,75
107.5,75.0526
108,75.1053
108.5,75.1579
109,75.2105
109.5,75.2632
110,75.3158
110.5,75.3684
111,75.4211
111.5,75.4737
112,75.5263
112.5,75.5789
113,75.6316
113.5,75.6842
114,75.7368
114.5,75.7895
115,75.8421
115.5,75.8947
116,75.9474
116.5,76
